facility_name,facility_type,address,city,county,state,zip,capacity,latitude,longitude,other_details,phone_number
"Behavioral Health Services, Inc.",NON-DETOX,514 W. Pacific Coast Highway,LONG BEACH ,Los Angeles County,CA,90806-5237,0,33.789546,-118.1984355,Co-Ed,(562) 432-0713 
Clare | Matrix,RES-DETOX,907 Pico Boulevard,SANTA MONICA,Los Angeles County,CA,90405,32,34.01304536,-118.4815907,Men Only,(310) 314-6200 
Clare | Matrix,RES-DETOX,844 Pico Boulevard,SANTA MONICA,Los Angeles County,CA,90405,40,34.01261787,-118.4813938,Women Only,(310) 314-6200 
People Coordinated Services Of Southern California,RES,1319 South Manhattan Place,LOS ANGELES,Los Angeles County,CA,90019,40,34.046568,-118.3101865,Co-Ed,(323) 734-1143 
Clare | Matrix,NON,1002 Pico Boulevard,SANTA MONICA,Los Angeles County,CA,90405,0,34.01301463,-118.4806669,Co-Ed,(310) 314-6200 
Clare | Matrix,NON,1334 Lincoln Boulevard,SANTA MONICA,Los Angeles County,CA,90401,0,34.02023438,-118.4922667,Co-Ed,(310) 314-6200 
Clare | Matrix,RES-DETOX,1023-1031 Pico Blvd.,SANTA MONICA,Los Angeles County,CA,90405,10,34.01394812,-118.4799006,Women/Children,(310) 314-6200 
Clare | Matrix,RES-DETOX,1869 9Th Street,SANTA MONICA,Los Angeles County,CA,90404,16,34.01345807,-118.4824543,Co-Ed,(310) 314-6200 
Clare | Matrix,RES-DETOX,1865 9Th Street,SANTA MONICA,Los Angeles County,CA,90404,16,34.01317738,-118.4821927,Co-Ed,(310) 314-6200 
People Coordinated Services Of Southern California,NON,3021 South Vermont Avenue,LOS ANGELES,Los Angeles County,CA,90007,0,34.027164,-118.291567,Co-Ed,(323) 732-9124 
The Giving Tree L.L.C.,RES-DETOX,4198 Sunswept Drive,STUDIO CITY,Los Angeles County,CA,91604,6,34.14235033,-118.4053226,Co-Ed,(310) 779-1014 
"Grandview Foundation, Inc.",RES-DETOX,1230 North Marengo Avenue,PASADENA,Los Angeles County,CA,91104,33,34.167033,-118.145745,Men Only,(626) 797-1124 
The Salvation Army,RES,5600 Rickenbacker Road,BELL,Los Angeles County,CA,90201,75,33.98929723,-118.1638592,Co-Ed,(323) 263-1206 
"House Of Hope Foundation, Inc.",RES-DETOX,221 West 9Th Street,SAN PEDRO,Los Angeles County,CA,90731,26,33.73598484,-118.2818738,Women Only,(310) 521-9209 
"House Of Hope Foundation, Inc.",NON,205 West 9Th Street,SAN PEDRO,Los Angeles County,CA,90731,0,33.73598048,-118.281618,Women Only,(310) 521-9209 
The Salvation Army,RES,3107 South Grand Avenue,LOS ANGELES,Los Angeles County,CA,90007,56,34.02222794,-118.2750066,Men Only,(213) 744-8186 X202
Little House,RES,9718 Harvard Street,BELLFLOWER,Los Angeles County,CA,90706-3699,28,33.88839529,-118.1269906,Women Only,(562) 925-2777 
Volunteers Of America Of Los Angeles,RES-DETOX,4969 West Sunset Boulevard,LOS ANGELES,Los Angeles County,CA,90027,48,34.09817548,-118.2978698,Men Only,(213) 286-0324 
"Sober District, Inc.",RES-DETOX,15373 Valley Vista Blvd.,SHERMAN OAKS,Los Angeles County,CA,91403,6,34.14927866,-118.4697856,Co-Ed,(818) 421-7363 
Volunteers Of America Of Los Angeles,RES-DETOX,515 East 6Th Street,LOS ANGELES,Los Angeles County,CA,90021,48,34.04201689,-118.2448175,Co-Ed,(213) 529-0963 
Volunteers Of America Of Los Angeles,RES,1765 South La Cienega Boulevard,LOS ANGELES,Los Angeles County,CA,90035,50,34.04533952,-118.3766837,Men Only,(310) 204-0690 
"Executive Recovery Group, Inc.",NON,15613 Ventura Blvd,ENCINO,Los Angeles County,CA,91436,0,34.15508507,-118.4740254,Co-Ed,(747) 322-0663 
"Executive Recovery Group, Inc.",RES-DETOX,4755 Amigo Avenue,TARZANA,Los Angeles County,CA,91356,12,34.15869748,-118.5391606,Co-Ed,(818) 646-3280 
"Palm House, Incorporated",RES,2515 East Jefferson Street,CARSON,Los Angeles County,CA,90810,16,33.8340379,-118.2243476,Men Only,(310) 830-7803 
National Council On Alcoholism And Drug Dependence Of The San Fernando Valley,NON,6166 Vesper Avenue,VAN NUYS,Los Angeles County,CA,91411,0,34.182198,-118.450893,Youth/Adolescent,(818) 997-0414 
Clear View Canyon Inc.,RES-DETOX,23931 Jensen Drive,WEST HILLS ,Los Angeles County,CA,91304,6,34.22301899,-118.6478753,Co-Ed,(818) 568-4693 
"Executive Recovery Group, Inc.",RES-DETOX,19233 White Stone Court,TARZANA,Los Angeles County,CA,91356,18,34.17689098,-118.553029,Co-Ed,(917) 374-4215 
National Council On Alcoholism And Drug Dependence Of The San Fernando Valley,NON,24460 Lyons Avenue,SANTA CLARITA,Los Angeles County,CA,91321,0,34.3782341,-118.5628516,Co-Ed,(616) 253-9400 
"Key Mentoring, Llc",NON, 1251 Westwood Boulevard,LOS ANGELES,Los Angeles County,CA,90024,0,34.05766782,-118.4432193,Women Only,(800) 421-4364 
"Schulin Invest, Llc",NON,6627 Valjean Avenue,VAN NUYS,Los Angeles County,CA,91406,0,34.191054,-118.4858965,Co-Ed,(818) 501-3512 X818
"Schulin Invest, Llc",NON,769 North Orange Grove Blvd,PASADENA,Los Angeles County,CA,91103,0,34.15623124,-118.1539513,Co-Ed,(626) 564-2703 
"Safe Haven Recovery, Inc.",RES-DETOX,1690 Coldwater Canyon Drive,BEVERLY HILLS,Los Angeles County,CA,90210,6,34.10161603,-118.406156,Co-Ed,(424) 777-2270 
"Schulin Invest, Llc",NON,115 Main Street,EL SEGUNDO,Los Angeles County,CA,90245,0,33.91677658,-118.4160098,Co-Ed,(818) 501-3512 
"Schulin Invest, Llc",NON,26330 Diamond Place,SANTA CLARITA,Los Angeles County,CA,91350,0,34.40963349,-118.5080193,Co-Ed,(661) 765-8445 
"Iris Healing Center, Llc",NON,20300 Ventura Boulevard,WOODLAND HILLS,Los Angeles County,CA,91364,0,34.16933717,-118.575386,Co-Ed,(818) 564-4307 
101 Dance Center Llc,NON,3246 Cahuenga Blvd W,LOS ANGELES,Los Angeles County,CA,90068,0,34.12967696,-118.3489305,Co-Ed,(818) 731-2738 
"Behavioral Health Solutions Of Malibu, Llc",RES-DETOX,31213 Bailard Road,MALIBU,Los Angeles County,CA,90265,12,34.03655174,-118.8516468,Co-Ed,(310) 905-3774 
Reflection And Recovery Inc.,RES-DETOX,19687 Los Alimos Street,CHATSWORTH,Los Angeles County,CA,91311-1935,6,34.26851918,-118.5631626,Co-Ed,(323) 829-5556 
"Avalon By The Sea Ac, Llc",NON-DETOX,29350 Pacific Coast Highway,MALIBU,Los Angeles County,CA,90265,0,34.01938502,-118.8133332,Co-Ed,(310) 457-9111 X103
"Avalon By The Sea Ac, Llc",RES-DETOX,32430 Pacific Coast Highway,MALIBU,Los Angeles County,CA,90265,6,34.03993603,-118.8810803,Co-Ed,(310) 457-9111 
Going Straight Ministries,RES,1016 West Gage Avenue,LOS ANGELES,Los Angeles County,CA,90044,6,33.98230653,-118.2922245,Men Only,(310) 569-3475 
"California Hispanic Commission On Alcohol And Drug Abuse, Inc.",RES,2436 Wabash Avenue,LOS ANGELES,Los Angeles County,CA,90033,6,34.05248384,-118.2026745,Men Only,(323) 780-8756 
His Sheltering Arms Inc.,RES,112 West 111Th Street,LOS ANGELES,Los Angeles County,CA,90061,20,33.93475455,-118.2743325,Women/Children,(323) 755-6646 
"California Hispanic Commission On Alcohol And Drug Abuse, Inc.",NON,11046 Main Street,EL MONTE,Los Angeles County,CA,91731,0,34.0720697,-118.0357145,Families,(626) 444-9000 
"California Hispanic Commission On Alcohol And Drug Abuse, Inc.",NON,3316-3320 West Beverly Boulevard,MONTEBELLO,Los Angeles County,CA,90640,0,34.02439274,-118.1400469,Co-Ed,(323) 722-4529 
"California Hispanic Commission On Alcohol And Drug Abuse, Inc.",RES,327 North Saint Louis Street,LOS ANGELES,Los Angeles County,CA,90063,6,34.04742976,-118.2122103,Women Only,(323) 261-7810 
Cliffside Malibu 3,RES-DETOX,20725 Rockcroft Drive,MALIBU,Los Angeles County,CA,90265,6,34.045083,-118.6206075,Co-Ed,(424) 781-4710 
"Access Malibu, Inc.",RES-DETOX,5247 Horizon Drive,MALIBU,Los Angeles County,CA,90265,6,34.03761729,-118.8286511,Co-Ed,(424) 781-4705 
Cliffside Malibu,RES-DETOX,20729 Rockcroft Drive,MALIBU,Los Angeles County,CA,90265,6,34.044876,-118.62144,Co-Ed,(424) 644-1273 
"California Hispanic Commission On Alcohol And Drug Abuse, Inc.",NON,9033 Washington Boulevard,PICO RIVERA,Los Angeles County,CA,90066,0,33.98253215,-118.0958409,Co-Ed,(323) 222-4591 
Cliffside Malibu Ii,RES-DETOX,5853 Busch Drive,MALIBU,Los Angeles County,CA,90265,6,34.02777499,-118.820582,Co-Ed,(424) 781-4723 
Y & Y Recovery,RES-DETOX,1123 North Alexandria Avenue,LOS ANGELES,Los Angeles County,CA,90029,14,34.09156951,-118.298424,Co-Ed,(323) 928-2568 
Evergreen Fund ,NON,8484 Wilshire Boulevard,BEVERLY HILLS,Los Angeles County,CA,90211,0,34.064514,-118.3756275,Co-Ed,(323) 899-9115 
"Recovery Malibu, Inc.",RES-DETOX,20723 Rockcroft Drive,MALIBU,Los Angeles County,CA,90265,6,34.04447802,-118.6207366,Co-Ed,(831) 236-1169 
Evergreen Fund ,RES-DETOX,14475 Mulholland Drive,LOS ANGELES,Los Angeles County,CA,90077,6,34.13121789,-118.4483445,Co-Ed,(310) 648-1382 
Safe Refuge,RES-DETOX,3111 East 7Th Street,LONG BEACH,Los Angeles County,CA,90804,89,33.775632,-118.155384,Co-Ed/Children,(562) 987-5722 
Safe Refuge,NON,"3125, E. 7Th Street",LONG BEACH,Los Angeles County,CA,90804,0,33.77537749,-118.155051,Co-Ed,(562) 987-5722 
Safe Refuge,NON,1046 Redondo Avenue,LONG BEACH,Los Angeles County,CA,90804,0,33.77975313,-118.1523857,Co-Ed,(562) 987-5722 
"Recovery Corps Health Group, Llc",RES-DETOX,420 N Commonwealth Avenue,LOS ANGELES,Los Angeles County,CA,90004,7,34.07843784,-118.285574,Co-Ed,(323) 407-6983 
Sunset Malibu,RES-DETOX,28600 Pacific Coast Highway,MALIBU,Los Angeles County,CA,90265,6,34.02071005,-118.7949057,Co-Ed,(424) 781-4705 
Cliffside Malibu Outpatient Services,NON,29160 Heathercliff Road,MALIBU,Los Angeles County,CA,90265,0,34.021215,-118.8085365,Co-Ed,(424) 320-3059 
"Social Model Recovery Systems, Inc.",NON,1245 East Walnut Street,PASADENA,Los Angeles County,CA,91106,0,34.14961838,-118.1246469,Co-Ed,(626) 332-3145 
"Social Model Recovery Systems, Inc.",RES,23701 East Fork Road,AZUSA,Los Angeles County,CA,91702,38,34.23434948,-117.8023833,Dual Diagnosis,(626) 250-3300 
"Social Model Recovery Systems, Inc.",NON,510 South Second Avenue,COVINA,Los Angeles County,CA,91723-3017,0,34.0805013,-117.8878332,Co-Ed,(626) 974-8123 
"Social Model Recovery Systems, Inc.",NON,3131 Santa Anita Avenue,EL MONTE,Los Angeles County,CA,91733,0,34.065027,-118.0427575,Co-Ed/Youth,(626) 636-2370 
"Social Model Recovery Systems, Inc.",RES-DETOX,17719 East Cypress Street,COVINA,Los Angeles County,CA,91722,18,34.09589035,-117.9032842,Women/Children,(626) 967-2677 
"Social Model Recovery Systems, Inc.",RES,453 South Indiana Street,LOS ANGELES,Los Angeles County,CA,90063,13,34.030719,-118.192388,Women/Children,(323) 266-7726 
"Social Model Recovery Systems, Inc.",RES-DETOX,3426 Cogswell Road,EL MONTE,Los Angeles County,CA,91732,38,34.0672911,-118.0166815,Men Only,(626) 453-3406 
"Villa California Treatment Center, Inc",RES-DETOX,5343 Shirley Avenue,TARZANA,Los Angeles County,CA,91356,6,34.168374,-118.5578585,Co-Ed,(818) 600-8062 
"Social Model Recovery Systems, Inc.",RES,4439 Burns Avenue,LOS ANGELES,Los Angeles County,CA,90029,76,34.0877095,-118.290645,Co-Ed,(323) 664-8940 X3
"Tarzana Treatment Centers, Inc.",RES-DETOX,18646 Oxnard St,TARZANA,Los Angeles County,CA,91356,168,34.17993611,-118.5397505,Co-Ed,(818) 996-1051 
"Tarzana Treatment Centers, Inc.",RES-DETOX,2101 Magnolia Avenue,LONG BEACH,Los Angeles County,CA,90806,90,33.79566742,-118.1981505,Co-Ed,(562) 218-1868 X6153
"Social Model Recovery Systems, Inc.",RES,360 South Westlake Avenue,LOS ANGELES,Los Angeles County,CA,90057,115,34.060752,-118.272249,Co-Ed,(213) 483-9202 
"Tarzana Treatment Centers, Inc.",NON,18646 Oxnard Street,TARZANA,Los Angeles County,CA,91356,0,34.17993611,-118.5397505,Co-Ed,(818) 996-1051 
"Tarzana Treatment Centers, Inc.",NON,18646 Oxnard Street,TARZANA,Los Angeles County,CA,91356,0,34.17993611,-118.5397505,Co-Ed,(818) 996-1051 
"Social Model Recovery Systems, Inc.",RES,155 South Bimini Place,LOS ANGELES,Los Angeles County,CA,90004,84,34.07146785,-118.2905945,Co-Ed,(213) 388-5423 
"Tarzana Treatment Centers, Inc.",NON-DETOX,18700 Oxnard Street,TARZANA,Los Angeles County,CA,91356,0,34.179849,-118.540989,Co-Ed,(818) 996-1051 
"Tarzana Treatment Centers, Inc.",NON,6022 Variel Avenue,WOODLAND HILLS,Los Angeles County,CA,91367,0,34.18003512,-118.5927715,Co-Ed,(800) 996-1051 
"Tarzana Treatment Centers, Inc.",NON-DETOX,7101 Baird Avenue,RESEDA,Los Angeles County,CA,91335,0,34.19948633,-118.5373745,Co-Ed,(818) 996-1051 X2126
"Tarzana Treatment Centers, Inc.",NON-DETOX,44447 North 10Th Street West,LANCASTER,Los Angeles County,CA,93534,0,34.69094737,-118.1480637,Co-Ed,(661) 726-2630 
"Tarzana Treatment Centers, Inc.",RES-DETOX,44447 North 10Th Street West,LANCASTER,Los Angeles County,CA,93534,44,34.69094737,-118.1480637,Co-Ed,(661) 726-2630 
"Tarzana Treatment Centers, Inc.",NON-DETOX,44443 North 10Th Street West,LANCASTER,Los Angeles County,CA,93535,0,34.71295714,-118.1124462,Co-Ed,(818) 996-1051 
"Tarzana Treatment Centers, Inc.",NON-DETOX,5190 Atlantic Avenue,LONG BEACH,Los Angeles County,CA,90806,0,33.850809,-118.1839365,Co-Ed/Youth,(562) 428-4111 X7100
"Tarzana Treatment Centers, Inc.",NON-DETOX,8330 Reseda Boulevard,NORTHRIDGE,Los Angeles County,CA,91324,0,34.221681,-118.536044,Co-Ed,(818) 996-1051 
"Tarzana Treatment Centers, Inc.",NON-DETOX,907 W. Lancaster Boulevard,LANCASTER,Los Angeles County,CA,93534,0,34.69732937,-118.1473802,Co-Ed,(818) 996-1051 
"Tarzana Treatment Centers, Inc.",NON-DETOX,320 E. Palmdale Blvd,PALMDALE,Los Angeles County,CA,93550,0,34.578864,-118.123956,Co-Ed,(818) 996-1051 
"Tarzana Treatment Centers, Inc.",NON-DETOX,44421 10Th Street West,LANCASTER,Los Angeles County,CA,93534,0,34.690032,-118.1493855,Dual Diagnosis,(818) 654-3815 
"Tarzana Treatment Centers, Inc.",NON,44459 North 10Th Street West,LANCASTER,Los Angeles County,CA,93534,0,34.69116178,-118.1480652,Co-Ed,(818) 654-3815 
"Tarzana Treatment Centers, Inc.",DSS,44447 North 10Th Street West,LANCASTER,Los Angeles County,CA,93534,0,34.69094737,-118.1480637,Co-Ed,(818) 996-1051 
Healthy Paradigms Llc,NON-DETOX,14407 Hamlin Street,VAN NUYS,Los Angeles County,CA,91401,0,34.188705,-118.4468795,Co-Ed,(818) 660-0882 
Goldwing Recovery Co.,RES-DETOX,14942 Hamlin Street,VAN NUYS,Los Angeles County,CA,91411,6,34.18861207,-118.4588833,Co-Ed,(832) 312-9611 
"Lake Hughes Recovery O.P., Inc.",NON, 124 N. Townsend Avenue,LOS ANGELES,Los Angeles County,CA,90063,0,34.03670132,-118.188112,Co-Ed,(661) 724-0001 
Chabad Of California,RES,5675 West Olympic Boulevard,LOS ANGELES,Los Angeles County,CA,90036,44,34.05746069,-118.3531422,Men Only,(323) 965-1365 
Chabad Of California,NON,1750 South La Cienega Blvd,LOS ANGELES,Los Angeles County,CA,90035,0,34.04563838,-118.3765409,Co-Ed,(323) 965-1365 
Didi Hirsch Psychiatric Service,RES,11643 Glenoaks Boulevard,PACOIMA,Los Angeles County,CA,91331,40,34.28139555,-118.4199386,Women/Children,(818) 897-2609 
Didi Hirsch Psychiatric Service,NON,4760 Sepulveda Boulevard,CULVER CITY,Los Angeles County,CA,90230,0,34.00143534,-118.404141,Co-Ed,(310) 390-6612 
Didi Hirsch Psychiatric Service,NON,323 North Prairie Avenue,INGLEWOOD,Los Angeles County,CA,90301,0,33.966342,-118.3442895,Co-Ed,(310) 677-7808 
Didi Hirsch Psychiatric Service,NON,1540 East Colorado Street,GLENDALE,Los Angeles County,CA,91205,0,34.142526,-118.2296925,Co-Ed,(818) 244-7257 
"Nuvu, Llc",NON, 2370 S. Robertson Boulevard,LOS ANGELES,Los Angeles County,CA,90034,0,34.039737,-118.3878,Co-Ed,(949) 228-5959 
"Principles, Inc.",RES-DETOX,1680 North Fair Oaks Avenue,PASADENA,Los Angeles County,CA,91103,130,34.17492214,-118.1507074,Co-Ed,(626) 798-0884 
"Principles, Inc.",NON,"1450 North Lake Avenue,",PASADENA,Los Angeles County,CA,91104,0,34.17103869,-118.1321329,Co-Ed,(626) 564-4240 
"Cri-Help, Inc.",RES-DETOX,11027 Burbank Boulevard,NORTH HOLLYWOOD,Los Angeles County,CA,91601,135,34.172568,-118.371663,Co-Ed,(818) 985-8323 
"Principles, Inc.",NON,3217 North Eastern Avenue,LOS ANGELES,Los Angeles County,CA,90032,0,34.082442,-118.178076,Co-Ed,(213) 625-5009 
"Canon Human Services Centers, Inc.",RES,9705 Holmes Avenue,LOS ANGELES,Los Angeles County,CA,90002,43,33.94792001,-118.2408364,Men Only,(323) 249-9097 
Los Angeles Centers For Alcohol And Drug Abuse,NON,11015 Bloomfield Avenue,SANTA FE SPRINGS,Los Angeles County,CA,90670-4601,0,33.931053,-118.064009,Co-Ed,(562) 906-2676 
"Canon Human Services Centers, Inc.",NON,5318 S. Broadway,LOS ANGELES,Los Angeles County,CA,90037-3808,0,33.99373448,-118.2782997,Co-Ed,(323) 249-9097 
Los Angeles Centers For Alcohol And Drug Abuse,RES,14100 Glengyle Street,WHITTIER,Los Angeles County,CA,90604,18,33.93822659,-118.0337857,Women/Children,(562) 777-1222 
Los Angeles Centers For Alcohol And Drug Abuse,NON,470 East Third Street,LOS ANGELES,Los Angeles County,CA,90013,0,34.046253,-118.240452,Families,(213) 626-6411 
Los Angeles Centers For Alcohol And Drug Abuse,RES-DETOX,10425 South Painter Avenue,SANTA FE SPRINGS,Los Angeles County,CA,90670,60,33.94104669,-118.0514045,Co-Ed,(562) 906-2685 
Los Angeles Centers For Alcohol And Drug Abuse,NON,5861 Cherry Avenue,LONG BEACH,Los Angeles County,CA,90805,0,33.86130929,-118.1686074,Co-Ed,(562) 676-4259 
Elite Ventures Inc.,RES-DETOX,13373 Wentworth Street,ARLETA,Los Angeles County,CA,91331,6,34.22748255,-118.4244233,Co-Ed,(818) 601-2009 
Los Angeles Centers For Alcohol And Drug Abuse,RES,8919/8921 California Avenue,SOUTH GATE,Los Angeles County,CA,90280,45,33.95355186,-118.2062146,Co-Ed,(323) 564-1800 
Los Angeles Centers For Alcohol And Drug Abuse,NON,10210 Orr And Day Road,SANTA FE SPRINGS,Los Angeles County,CA,90670,0,33.944085,-118.090053,Co-Ed,(562) 348-0083 
"Los Angeles Recovery Centers, Llc",NON,3409 W. Temple Street,LOS ANGELES,Los Angeles County,CA,90004,0,34.07626698,-118.2833287,Co-Ed,(323) 632-7399 
Sunrise Community Counseling Center,NON,537 South Alvarado Street,LOS ANGELES,Los Angeles County,CA,90057-2903,0,34.06002729,-118.2745869,Co-Ed,(213) 207-2770 
Van Ness Recovery House,RES,1919 North Beachwood Drive,LOS ANGELES,Los Angeles County,CA,90068,20,34.10621331,-118.3214981,Co-Ed,(323) 463-4266 
"Asian American Drug Abuse Program, Inc.",RES,5318 Crenshaw Boulevard,LOS ANGELES,Los Angeles County,CA,90043,35,33.99444598,-118.3305599,Co-Ed,(323) 293-6291 
"Asian American Drug Abuse Program, Inc.",NON,13931 Van Ness Avenue,GARDENA,Los Angeles County,CA,90249,0,33.90507,-118.3178841,Co-Ed,(310) 768-8018 
"Asian American Drug Abuse Program, Inc.",NON,520 North La Brea,INGLEWOOD,Los Angeles County,CA,90302,0,33.96956885,-118.3561313,Co-Ed,(323) 293-6284 
"Asian American Drug Abuse Program, Inc.",NON,1360 E. Anaheim Street,LONG BEACH,Los Angeles County,CA,90813,0,33.782274,-118.174311,Co-Ed/Youth,(562) 218-9530 
Crosspointe Recovery,RES-DETOX,14888 Valley Vista Boulevard,SHERMAN OAKS,Los Angeles County,CA,91403-4116,6,34.14681145,-118.4592303,Co-Ed,(818) 414-9438 
"Phoenix Houses Of Los Angeles, Inc.",RES-DETOX,503 Ocean Front Walk,VENICE,Los Angeles County,CA,90291,53,33.99309975,-118.4791275,Men Only,(310) 392-3070 
"Phoenix Houses Of Los Angeles, Inc.",NON,503 Ocean Front Walk,VENICE,Los Angeles County,CA,90291,0,33.99309975,-118.4791275,Men Only,(310) 392-3070 
"Cri-Help, Inc.",RES,2010 North Lincoln Park Avenue,LOS ANGELES,Los Angeles County,CA,90031,41,34.06839898,-118.2024133,Co-Ed,(323) 222-1440 
"Lake Hughes Recovery Estates, Inc",RES-DETOX,28963 Pine Canyon Road,LAKE HUGHES,Los Angeles County,CA,93532,3,34.73473576,-118.6394775,Co-Ed,(661) 724-0440 
"Lake Hughes Recovery Estates, Inc",RES-DETOX,28765 Pine Canyon Road,LAKE HUGHES,Los Angeles County,CA,93532,6,34.73829,-118.636515,Co-Ed,(661) 724-0440 
Gratitude Lodge Llc,RES-DETOX,3849 Chatwin Avenue,LONG BEACH,Los Angeles County,CA,90808,6,33.82911799,-118.1236411,Co-Ed,(562) 354-6115 
Radiance Recovery Inc,RES-DETOX,10522 Desoto Avenue,CHATSWORTH,Los Angeles County,CA,91311,6,34.2616718,-118.5885653,Co-Ed,(747) 224-0384 
"Phoenix Houses Of Los Angeles, Inc",NON,11600 Eldridge Avenue,LAKE VIEW TERRACE,Los Angeles County,CA,91342,0,34.28103134,-118.384536,Co-Ed,(818) 686-3170 
"Warner Park Recovery Center, Llc",NON,5855 Topanga Canyon Boulevard,WOODLAND HILLS,Los Angeles County,CA,91367,0,34.17687499,-118.6051469,Co-Ed,(818) 916-6869 
"New Spirit Recovery, Llc",RES-DETOX,17856 Cathedral Place,ENCINO,Los Angeles County,CA,91316,6,34.14935124,-118.5225167,Dual Diagnosis,(818) 578-6517 
"New Me, Inc.",RES-DETOX,25420 Sheffield Lane,SANTA CLARITA,Los Angeles County,CA,91350,6,34.39976626,-118.5330807,Co-Ed,(747) 249-4383 
Concise Treatment Inc.,NON,10600 Victory Boulevard,NORTH HOLLYWOOD,Los Angeles County,CA,91606,0,34.185816,-118.362123,Co-Ed,(503) 791-3205 
O/G Recovery,RES-DETOX,6078 Selma Avenue,LOS ANGELES,Los Angeles County,CA,90028,16,34.09965766,-118.321471,Co-Ed,(310) 499-3112 
Faith Recovery Center Inc.,RES-DETOX,2200 Coldwater Canyon Drive,BEVERLY HILLS,Los Angeles County,CA,90210,6,34.11205905,-118.404407,Co-Ed,(818) 220-3089 
