Column,facility_name,facility_type,facility_clean,address,city,county,state,zip,capacity,latitude,longitude,phone_number,other_details,full_address
102,"Treatment Associates, Inc.",NARCOTICS,NARCOTICS,"7225 East Southgate Drive, Suite D",Sacramento,SACRAMENTO,CA,95823,550,38.494773,-121.436775,(916) 394-1000,,"7225 East Southgate Drive, Suite D, Sacramento, SACRAMENTO COUNTY, CA, 95823"
103,"WCHS, Inc.",NARCOTICS,NARCOTICS,"40700 California Oaks Road, Suites 201, 202, & 203",Murrieta,RIVERSIDE,CA,92562,525,33.57064067,-117.2044851,(951) 894-5072,,"40700 California Oaks Road, Suites 201, 202, & 203, Murrieta, RIVERSIDE COUNTY, CA, 92562"
104,"WCHS, Inc.",NARCOTICS,NARCOTICS,"1330 North Indian Canyon Drive, Suites  A, B, C, & G",Palm Springs,RIVERSIDE,CA,92262,600,33.841422,-116.5451895,(760) 322-9065,,"1330 North Indian Canyon Drive, Suites  A, B, C, & G, Palm Springs, RIVERSIDE COUNTY, CA, 92262"
105,"C.O.R.E. MEDICAL CLINIC, INC.",NARCOTICS,NARCOTICS,2100 Capitol Avenue,Sacramento,SACRAMENTO,CA,95816,800,38.572722,-121.479849,(916) 442-4985,,"2100 Capitol Avenue, Sacramento, SACRAMENTO COUNTY, CA, 95816"
106,"Bi-Valley Medical Clinic, Inc.",NARCOTICS,NARCOTICS,6127 Fair Oaks Boulevard,Carmichael,SACRAMENTO,CA,95608,900,38.612529,-121.3293735,(916) 974-8090,,"6127 Fair Oaks Boulevard, Carmichael, SACRAMENTO COUNTY, CA, 95608"
107,"BAART Behavioral Health Services, Inc.",NARCOTICS,NARCOTICS,6127 Fair Oaks Boulevard,Carmichael,SACRAMENTO,CA,95608,10,38.612529,-121.3293735,(916) 974-8090,,"6127 Fair Oaks Boulevard, Carmichael, SACRAMENTO COUNTY, CA, 95608"
108,"Bi-Valley Medical Clinic, Inc.",NARCOTICS,NARCOTICS,"310 Harris Avenue, Suite A, E, F, & G",Sacramento,SACRAMENTO,CA,95838,1200,38.638134,-121.458573,(916) 649-6793,,"310 Harris Avenue, Suite A, E, F, & G, Sacramento, SACRAMENTO COUNTY, CA, 95838"
109,"BAART Behavioral Health Services, Inc.",NARCOTICS,NARCOTICS,"310 Harris Avenue, Suite A, E, F, & G",Sacramento,SACRAMENTO,CA,95838,20,38.638134,-121.458573,(916) 649-6793,,"310 Harris Avenue, Suite A, E, F, & G, Sacramento, SACRAMENTO COUNTY, CA, 95838"
110,"WCHS, Inc.",NARCOTICS,NARCOTICS,2275 East Cooley Drive,Colton,SAN BERNARDINO,CA,92324,650,34.059402,-117.288702,(909) 370-1777,,"2275 East Cooley Drive, Colton, SAN BERNARDINO COUNTY, CA, 92324"
111,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"125 West ""F"" Street, Suite 101",Ontario,SAN BERNARDINO,CA,91762,470,34.06938954,-117.652167,(909) 986-4550,,"125 West ""F"" Street, Suite 101, Ontario, SAN BERNARDINO COUNTY, CA, 91762"
112,"Sunrise Health & Wellness, LLC",NARCOTICS,NARCOTICS,"10089 Folsom Blvd, Suites A & C",Rancho Cordova,SACRAMENTO,CA,95670,100,38.583018,-121.317885,(916)366-6531,,"10089 Folsom Blvd, Suites A & C, Rancho Cordova, SACRAMENTO COUNTY, CA, 95670"
113,"MedMark Treatment Centers - Sacramento, Inc.",NARCOTICS,NARCOTICS,"7240 East Southgate Drive, Suites B, E, F & G",Sacramento,SACRAMENTO,CA,95823,630,38.494332,-121.4383725,(916) 391-4293,,"7240 East Southgate Drive, Suites B, E, F & G, Sacramento, SACRAMENTO COUNTY, CA, 95823"
114,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"1889 W. Redlands Blvd, Bldg. 9",Redlands,SAN BERNARDINO,CA,92373,225,34.061832,-117.217134,(909) 501-5167,,"1889 W. Redlands Blvd, Bldg. 9, Redlands, SAN BERNARDINO COUNTY, CA, 92373"
115,"San Diego Health Alliance, Inc.",NARCOTICS,NARCOTICS,7545 Metropolitan Drive,San Diego,SAN DIEGO,CA,92108,750,32.77687835,-117.1585697,(619) 718-9890,,"7545 Metropolitan Drive, San Diego, SAN DIEGO COUNTY, CA, 92108"
116,"San Diego Health Alliance, Inc.",NARCOTICS,NARCOTICS,234 North Magnolia Avenue,El Cajon,SAN DIEGO,CA,92020,450,32.797089,-116.962704,(619) 579-8373,,"234 North Magnolia Avenue, El Cajon, SAN DIEGO COUNTY, CA, 92020"
117,"Mission Treatment Services, Inc.",NARCOTICS,NARCOTICS,161 N. Date Street,Escondido,SAN DIEGO,CA,92025,300,33.12664154,-117.0703232,(760) 745-7786,,"161 N. Date Street, Escondido, SAN DIEGO COUNTY, CA, 92025"
118,"San Diego Treatment Services, LLC",NARCOTICS,NARCOTICS,1155 Third Avenue,Chula Vista,SAN DIEGO,CA,91911,480,32.611887,-117.067941,(619) 498-8260,,"1155 Third Avenue, Chula Vista, SAN DIEGO COUNTY, CA, 91911"
119,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"11776 Mariposa Road, Suites 101, 103 & 104",Hesperia,SAN BERNARDINO,CA,92345,555,34.465023,-117.349776,(760) 956-2462,,"11776 Mariposa Road, Suites 101, 103 & 104, Hesperia, SAN BERNARDINO COUNTY, CA, 92345"
120,San Diego Health Alliance,NARCOTICS,NARCOTICS,1560 Capalina Road,San Marcos,SAN DIEGO,CA,92069,475,33.15089044,-117.1946415,(760) 744-2104,,"1560 Capalina Road, San Marcos, SAN DIEGO COUNTY, CA, 92069"
121,"Mission Treatment Services, Inc.",NARCOTICS,NARCOTICS,"8898 Clairemont Mesa Boulevard, Suite H",San Diego,SAN DIEGO,CA,92123,280,32.8315115,-117.1370579,(858) 715-1211,,"8898 Clairemont Mesa Boulevard, Suite H, San Diego, SAN DIEGO COUNTY, CA, 92123"
122,El Dorado Community Service Center,NARCOTICS,NARCOTICS,1733 Euclid Avenue,San Diego,SAN DIEGO,CA,92105,750,32.722506,-117.082935,(619) 263-0433,,"1733 Euclid Avenue, San Diego, SAN DIEGO COUNTY, CA, 92105"
123,"Addiction Research and Treatment, Inc.",NARCOTICS,NARCOTICS,1111 Market Street,San Francisco,SAN FRANCISCO,CA,94103,900,37.779939,-122.4125145,(415) 863-3883,,"1111 Market Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94103"
124,"BAART Behavioral Health Services, Inc.",NARCOTICS,NARCOTICS,1111 Market Street,San Francisco,SAN FRANCISCO,CA,94103,10,37.779939,-122.4125145,(415) 863-3883,,"1111 Market Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94103"
125,"SOAP MAT, LLC",NARCOTICS,NARCOTICS,"3230 Waring Court, Suite A1, A2 (GH), & A3(N)",Oceanside,SAN DIEGO,CA,92056,750,33.18732,-117.289485,(760) 305-7528,,"3230 Waring Court, Suite A1, A2 (GH), & A3(N), Oceanside, SAN DIEGO COUNTY, CA, 92056"
126,"Addiction Research and Treatment, Inc.",NARCOTICS,NARCOTICS,433 Turk Street,San Francisco,SAN FRANCISCO,CA,94102,850,37.7824667,-122.4163283,(415) 928-7800,,"433 Turk Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94102"
127,"BAART Behavioral Health Services, Inc.",NARCOTICS,NARCOTICS,433 Turk Street,San Francisco,SAN FRANCISCO,CA,94102,10,37.7824667,-122.4163283,(415) 928-7800,,"433 Turk Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94102"
128,Bay View-Hunter's Point Foundation for Comm. Improvement,NARCOTICS,NARCOTICS,1625 Carroll Avenue,San Francisco,SAN FRANCISCO,CA,94124,400,37.7250358,-122.3936413,(415) 822-8200,,"1625 Carroll Avenue, San Francisco, CITY AND COUNTY OF SAN FRANCISCO, CA, 94124"
129,San Francisco County Department of Public Health,NARCOTICS,NARCOTICS,230 Golden Gate Avenue,San Francisco,SAN FRANCISCO,CA,94102,40,37.78183879,-122.4143218,(415) 355-7400,,"230 Golden Gate Avenue, San Francisco, SAN FRANCISCO COUNTY, CA, 94102"
130,"Mission Treatment Services, Inc.",NARCOTICS,NARCOTICS,"1905 Apple Street, Suites 2, 3, 4, 5, & 6",Oceanside,SAN DIEGO,CA,92054,200,33.19456681,-117.3574161,(760) 547-1280,,"1905 Apple Street, Suites 2, 3, 4, 5, & 6, Oceanside, SAN DIEGO COUNTY, CA, 92054"
131,San Francisco County Department of Public Health,NARCOTICS,NARCOTICS,1050 Wisconsin Street,San Francisco,SAN FRANCISCO,CA,94107,25,37.75401,-122.398929,(415) 648-3022,,"1050 Wisconsin Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94107"
132,San Francisco County Department of Public Health,NARCOTICS,NARCOTICS,1001 Potrero Avenue,San Francisco,SAN FRANCISCO,CA,94110,45,37.756332,-122.4058185,(415) 206-8107,,"1001 Potrero Avenue, San Francisco, SAN FRANCISCO COUNTY, CA, 94110"
133,ARMT Medical Specialist,NARCOTICS,NARCOTICS,"4974 El Cajon Boulevard, Suites A & H",San Diego,SAN DIEGO,CA,92115,300,32.75677124,-117.0872228,(619) 286-4600,,"4974 El Cajon Boulevard, Suites A & H, San Diego, SAN DIEGO COUNTY, CA, 92115"
134,San Francisco County Department of Public Health,NARCOTICS,NARCOTICS,"1001 Potrero Avenue, Building 80, 6th Floor",San Francisco,SAN FRANCISCO,CA,94110,10,37.756332,-122.4058185,(415) 206-2488,,"1001 Potrero Avenue, Building 80, 6th Floor, San Francisco, SAN FRANCISCO COUNTY, CA, 94110"
135,San Francisco County Department of Public Health,NARCOTICS,NARCOTICS,1676 Newcomb Avenue,San Francisco,SAN FRANCISCO,CA,94124,200,37.73605972,-122.3912149,(415) 206-8412,,"1676 Newcomb Avenue, San Francisco, SAN FRANCISCO COUNTY, CA, 94124"
136,Fort Help LLC,NARCOTICS,NARCOTICS,915 Bryant Street,San Francisco,SAN FRANCISCO,CA,94103,350,37.773846,-122.404869,(415) 777-9953,,"915 Bryant Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94103"
137,Fort Help Mission Inc.,NARCOTICS,NARCOTICS,1101 Capp Street,San Francisco,SAN FRANCISCO,CA,94110,200,37.7488736,-122.417024,(415) 821-1427,,"1101 Capp Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94110"
138,San Francisco County Department of Public Health,NARCOTICS,NARCOTICS,"1380 Howard Street, Room # 130",San Francisco,SAN FRANCISCO,CA,94103,30,37.774458,-122.4144135,(415) 255-3659,,"1380 Howard Street, Room # 130, San Francisco, SAN FRANCISCO COUNTY, CA, 94103"
139,Westside Community Mental Health Center,NARCOTICS,NARCOTICS,1301 Pierce Street,San Francisco,SAN FRANCISCO,CA,94115,350,37.7823615,-122.4359174,(415) 563-8200,,"1301 Pierce Street, San Francisco, SAN FRANCISCO COUNTY, CA, 94115"
140,San Francisco County Department of Public Health,NARCOTICS,NARCOTICS,"1001 Potrero Avenue, Ward 93 / Ward 95",San Francisco,SAN FRANCISCO,CA,94110,630,37.756161,-122.4056655,(415) 206-8412,,"1001 Potrero Avenue, Ward 93 / Ward 95, San Francisco, SAN FRANCISCO COUNTY, CA, 94110"
141,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,1839 S. El Dorado Street,Stockton,SAN JOAQUIN,CA,95206,400,37.933074,-121.2847785,(209)463-0872,,"1839 S. El Dorado Street, Stockton, SAN JOAQUIN COUNTY, CA, 95206"
142,"MedMark Treatment Centers - Stockton, Inc.",NARCOTICS,NARCOTICS,"1107 - 1111 N. El Dorado Street & 33 E. Magnolia Street # 3, 5",Stockton,SAN JOAQUIN,CA,95202,810,37.963566,-121.2927705,(209) 938-0228,,"1107 - 1111 N. El Dorado Street & 33 E. Magnolia Street # 3, 5, Stockton, SAN JOAQUIN COUNTY, CA, 95202"
143,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"1947 North California Street, Suite B and C",Stockton,SAN JOAQUIN,CA,95204,425,37.971864,-121.2899535,(209) 463-0870,,"1947 North California Street, Suite B and C, Stockton, SAN JOAQUIN COUNTY, CA, 95204"
144,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"8626 Lower Sacramento Road, Suite 41",Stockton,SAN JOAQUIN,CA,95210,260,38.029122,-121.321512,(209) 478-2487,,"8626 Lower Sacramento Road, Suite 41, Stockton, SAN JOAQUIN COUNTY, CA, 95210"
145,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"1450 Bessie Avenue, Suite B",Tracy,SAN JOAQUIN,CA,95376,100,37.74426619,-121.4330223,(209) 597-3090,,"1450 Bessie Avenue, Suite B, Tracy, SAN JOAQUIN COUNTY, CA, 95376"
146,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"541 S. Ham Lane, Suites A & B",Lodi,SAN JOAQUIN,CA,95242,350,38.127582,-121.2889995,(209) 224-8940,,"541 S. Ham Lane, Suites A & B, Lodi, SAN JOAQUIN COUNTY, CA, 95242"
147,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"6500 Morro Road, Suites C & D",Atascadero,SAN LUIS OBISPO,CA,93422,325,35.48359123,-120.6656123,(805) 461-5212,,"6500 Morro Road, Suites C & D, Atascadero, SAN LUIS OBISPO COUNTY, CA, 93422"
148,"Addiction Research and Treatment, Inc.",NARCOTICS,NARCOTICS,"795 Willow Road, Building 332",Menlo Park,SAN MATEO,CA,94025,600,37.468341,-122.15871,(650) 324-1470,,"795 Willow Road, Building 332, Menlo Park, SAN MATEO COUNTY, CA, 94025"
149,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,115 East Fesler Street,Santa Maria,SANTA BARBARA,CA,93454,570,34.95649047,-120.43503,(805) 922-6597,,"115 East Fesler Street, Santa Maria, SANTA BARBARA COUNTY, CA, 93454"
150,Santa Clara County Department of Alcohol and Drug Services,NARCOTICS,NARCOTICS,2425 Enborg Lane,San Jose,SANTA CLARA,CA,95128,650,37.313172,-121.9380975,(408) 885-5400,,"2425 Enborg Lane, San Jose, SANTA CLARA COUNTY, CA, 95128"
151,"BAART Behavioral Health Services, Inc.",NARCOTICS,NARCOTICS,"795 Willow Road, Building 332",Menlo Park,SAN MATEO,CA,94025,100,37.468341,-122.15871,(650) 324-1470,,"795 Willow Road, Building 332, Menlo Park, SAN MATEO COUNTY, CA, 94025"
152,Santa Clara County,NARCOTICS,NARCOTICS,150 West Hedding Street,San Jose,SANTA CLARA,CA,95110,30,37.35188477,-121.9064238,(408) 885-5400,,"150 West Hedding Street, San Jose, SANTA CLARA COUNTY, CA, 95110"
153,Santa Clara County Department of Alcohol and Drug Services,NARCOTICS,NARCOTICS,90 Highland Avenue,San Martin,SANTA CLARA,CA,95046,150,37.07394276,-121.6054841,(408) 852-2420,,"90 Highland Avenue, San Martin, SANTA CLARA COUNTY, CA, 95046"
154,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"955 W. Center Street Suites 1, 12A, 12B & 14",Manteca,SAN JOAQUIN,CA,95337,415,37.79917138,-121.2299736,(209) 239-9600,,"955 W. Center Street Suites 1, 12A, 12B & 14, Manteca, SAN JOAQUIN COUNTY, CA, 95337"
155,Janus of Santa Cruz,NARCOTICS,NARCOTICS,"1000-A, 1010-C Emeline Avenue",Santa Cruz,SANTA CRUZ,CA,95060,545,36.99152773,-122.0176463,(831) 425-0112,,"1000-A, 1010-C Emeline Avenue, Santa Cruz, SANTA CRUZ COUNTY, CA, 95060"
156,Janus of Santa Cruz,NARCOTICS,NARCOTICS,"284 Pennsylvania Drive, Suite 1 & 2",Watsonville,SANTA CRUZ,CA,95076,230,36.91846079,-121.7713972,(831) 319-4200,,"284 Pennsylvania Drive, Suite 1 & 2, Watsonville, SANTA CRUZ COUNTY, CA, 95076"
157,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"4129 State Street, Suites B, D, E, & F",Santa Barbara,SANTA BARBARA,CA,93110,380,34.44047449,-119.7607005,(805) 964-4795,,"4129 State Street, Suites B, D, E, & F, Santa Barbara, SANTA BARBARA COUNTY, CA, 93110"
158,"MedMark Treatment Centers - Fairfield, Inc.",NARCOTICS,NARCOTICS,1143 Missouri Street,Fairfield,SOLANO,CA,94533,500,38.24793,-122.048289,(707) 435-9911,,"1143 Missouri Street, Fairfield, SOLANO COUNTY, CA, 94533"
159,Santa Clara County Department of Alcohol and Drug Services,NARCOTICS,NARCOTICS,"2101 Alexian Drive, Suites A & B",San Jose,SANTA CLARA,CA,95116,250,37.3593972,-121.848122,(408) 885-5400,,"2101 Alexian Drive, Suites A & B, San Jose, SANTA CLARA COUNTY, CA, 95116"
160,Drug Abuse Alternatives Center,NARCOTICS,NARCOTICS,"2403 Professional Drive, Suite 103",Santa Rosa,SONOMA,CA,95403,200,38.463687,-122.7245175,(707) 526-2999,,"2403 Professional Drive, Suite 103, Santa Rosa, SONOMA COUNTY, CA, 95403"
161,"Santa Rosa Treatment Program, Inc.",NARCOTICS,NARCOTICS,625 Steele Lane,Santa Rosa,SONOMA,CA,95403,450,38.460483,-122.724333,(707) 576-0818,,"625 Steele Lane, Santa Rosa, SONOMA COUNTY, CA, 95403"
162,Stanislaus County,NARCOTICS,NARCOTICS,"800 Scenic Drive, Building 4",Modesto,STANISLAUS,CA,95350,260,37.64720454,-120.9822345,(209) 525-6146,,"800 Scenic Drive, Building 4, Modesto, STANISLAUS COUNTY, CA, 95350"
163,"Aegis Treatment Centers, LLC ",NARCOTICS,NARCOTICS,"1133, 1141, 1145, 1147, & 1137 Hartnell Ave, Suites D & E",Redding,SHASTA,CA,96002,625,40.563009,-122.3503695,(530) 222-7213,,"1133, 1141, 1145, 1147, & 1137 Hartnell Ave, Suites D & E, Redding, SHASTA COUNTY, CA, 96002"
164,"Successful Alternatives For Addiction & Counseling Services, Inc.",NARCOTICS,NARCOTICS,"1628 N. Broadway Street, Suites A & B",Vallejo,SOLANO,CA,94590,380,38.12473573,-122.2500005,(707) 649-8300,,"1628 N. Broadway Street, Suites A & B, Vallejo, SOLANO COUNTY, CA, 94590"
165,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"201 D Street, Suite G",Marysville,YUBA,CA,95901,480,39.13758177,-121.5885641,(530) 742-7747,,"201 D Street, Suite G, Marysville, YUBA COUNTY, CA, 95901"
166,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"1768 Mitchell Road, Suite 301",Ceres,STANISLAUS,CA,95307,300,37.605087,-120.9387115,(209)353-4838,,"1768 Mitchell Road, Suite 301, Ceres, STANISLAUS COUNTY, CA, 95307"
167,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,109 Margaret Lane,Grass Valley,NEVADA,CA,95945,155,39.22904273,-121.0461349,(530) 863-8798,,"109 Margaret Lane, Grass Valley, NEVADA COUNTY, CA, 95945"
168,Kings View,NARCOTICS,NARCOTICS,559 East Bardsley Avenue,Tulare,TULARE,CA,93274,230,36.19657052,-119.34072,(559) 688-7531,,"559 East Bardsley Avenue, Tulare, TULARE COUNTY, CA, 93274"
169,"American Addiction Treatment Services, Inc.",NARCOTICS,NARCOTICS,1496-1498 North Beale Road,Marysville,YUBA,CA,95901,500,39.12742288,-121.5615233,(530) 749-8640,,"1496-1498 North Beale Road, Marysville, YUBA COUNTY, CA, 95901"
170,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"1235 McHenry Avenue, Suites A & B",Modesto,STANISLAUS,CA,95350,1000,37.66148762,-120.9939172,(209) 527-4597,,"1235 McHenry Avenue, Suites A & B, Modesto, STANISLAUS COUNTY, CA, 95350"
171,BAART Behavioral Health Services,NARCOTICS,NARCOTICS,1646 South Court Street,Visalia,TULARE,CA,93277,1000,36.315774,-119.2913145,(559) 625-8890,,"1646 South Court Street, Visalia, TULARE COUNTY, CA, 93277"
172,"BAART Behavioral Health Services, Inc.",NARCOTICS,NARCOTICS,1646 South Court Street,Visalia,TULARE,CA,93277,75,36.315774,-119.2913145,(559) 625-8890,,"1646 South Court Street, Visalia, TULARE COUNTY, CA, 93277"
173,"Addiction Research and Treatment, Inc.",NARCOTICS,NARCOTICS,89 E Mill Avenue,"Porterville, CA",TULARE,CA,93257,200,36.06878354,-119.0145914,(559) 853-6222,,"89 E Mill Avenue, Porterville, CA, TULARE COUNTY, CA, 93257"
174,Western Pacific Med-Corp.,NARCOTICS,NARCOTICS,955 East Thompson Boulevard,Ventura,VENTURA,CA,93001,450,34.27831553,-119.2861674,(805) 641-9100,,"955 East Thompson Boulevard, Ventura, VENTURA COUNTY, CA, 93001"
175,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,625 E Main Street,Santa Paula,VENTURA,CA,93060,200,34.352217,-119.066472,(805) 525-4669,,"625 E Main Street, Santa Paula, VENTURA COUNTY, CA, 93060"
176,"BAART Behavioral Health Services, Inc.",NARCOTICS,NARCOTICS,89 E Mill Avenue,Porterville,TULARE,CA,93257,25,36.06878354,-119.0145914,(559) 853-6222,,"89 E Mill Avenue, Porterville, TULARE COUNTY, CA, 93257"
177,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"660 East Los Angeles Avenue, Suite B2",Simi Valley,VENTURA,CA,93065,305,34.270524,-118.7860545,(805) 522-1844,,"660 East Los Angeles Avenue, Suite B2, Simi Valley, VENTURA COUNTY, CA, 93065"
178,"C.O.R.E. Medical Clinic, Inc.",NARCOTICS,NARCOTICS,3990 Industrial Boulevard,West Sacramento,YOLO,CA,95691,200,38.57024091,-121.5778248,(916) 796-0020,,"3990 Industrial Boulevard, West Sacramento, YOLO COUNTY, CA, 95691"
179,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,5225 Telegraph Road,Ventura,VENTURA,CA,93003,285,34.277085,-119.224638,(805) 765-6495,,"5225 Telegraph Road, Ventura, VENTURA COUNTY, CA, 93003"
180,"Aegis Treatment Centers, LLC",NARCOTICS,NARCOTICS,"2055 Saviers Road, Suites 9, 10, 11,& 12 & 2045 Saviers Road",Oxnard,VENTURA,CA,93033,625,34.179588,-119.1777075,(805) 483-2253,,"2055 Saviers Road, Suites 9, 10, 11,& 12 & 2045 Saviers Road, Oxnard, VENTURA COUNTY, CA, 93033"
0,WOODLAND MEMORIAL HOSPITAL D/P APH,APH,APH,1325 COTTONWOOD STREET,WOODLAND,YOLO,CA,95695,31,38.664036,-121.792122,(530) 999-9999,,"1325 COTTONWOOD STREET, WOODLAND, YOLO, CA, 95695"
1,"SIERRA VISTA HOSPITAL, INC.",APH,APH,8001 BRUCEVILLE ROAD,SACRAMENTO,SACRAMENTO,CA,95823,171,38.4669,-121.417101,(916) 288-0325,,"8001 BRUCEVILLE ROAD, SACRAMENTO, SACRAMENTO, CA, 95823"
2,SUTTER CENTER FOR PSYCHIATRY,APH,APH,7700 FOLSOM BLVD,SACRAMENTO,SACRAMENTO,CA,95826,73,38.549844,-121.4145135,(916) 386-3000,,"7700 FOLSOM BLVD, SACRAMENTO, SACRAMENTO, CA, 95826"
3,HERITAGE OAKS HOSPITAL,APH,APH,4250 AUBURN BOULEVARD,SACRAMENTO,SACRAMENTO,CA,95841,125,38.64285,-121.364946,(916) 480-5106,,"4250 AUBURN BOULEVARD, SACRAMENTO, SACRAMENTO, CA, 95841"
4,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,APH,APH,2510 N. CALIFORNIA STREET,STOCKTON,SAN JOAQUIN,CA,95204,35,37.976724,-121.291065,(209) 461-2020,,"2510 N. CALIFORNIA STREET, STOCKTON, SAN JOAQUIN, CA, 95204"
5,DOCTORS MEDICAL CENTER - BEHAVIORAL HEALTH DEPARTMENT,APH,APH,1501 CLAUS RD,MODESTO,STANISLAUS,CA,95355,67,37.665423,-120.922056,(209) 557-6360,,"1501 CLAUS RD, MODESTO, STANISLAUS, CA, 95355"
6,ALLIANT INTERNATIONAL UNIVERSITY,PSYCHC,PSYCHC,5130 E CLINTON WAY,FRESNO,FRESNO,CA,93727,0,36.766098,-119.7202725,(559) 253-2277,,"5130 E CLINTON WAY, FRESNO, FRESNO, CA, 93727"
7,COMMUNITY BEHAVIORAL HEALTH CENTER,APH,APH,7171 N CEDAR AVE,FRESNO,FRESNO,CA,93720,73,36.84042,-119.758023,(559) 449-4417,,"7171 N CEDAR AVE, FRESNO, FRESNO, CA, 93720"
8,AURORA VISTA DEL MAR HOSPITAL,APH,APH,801 SENECA ST,VENTURA,VENTURA,CA,93001,87,34.307703,-119.2836645,(805) 653-6434,,"801 SENECA ST, VENTURA, VENTURA, CA, 93001"
9,VENTURA COUNTY MEDICAL CENTER INPATIENT D/P APH,APH,APH,200 HILLMONT AVE,VENTURA,VENTURA,CA,93003,43,34.276518,-119.253348,(805) 652-6100,,"200 HILLMONT AVE, VENTURA, VENTURA, CA, 93003"
10,SANTA BARBARA COTTAGE HOSPITAL - D/P APH,APH,APH,400 W PUEBLO ST,SANTA BARBARA,SANTA BARBARA,CA,93105,20,34.4294868,-119.7231697,(805) 682-7111,,"400 W PUEBLO ST, SANTA BARBARA, SANTA BARBARA, CA, 93105"
11,NEWPORT BAY HOSPITAL,APH,APH,1501 E 16TH ST,NEWPORT BEACH,ORANGE,CA,92663,36,33.622317,-117.9075015,(949) 395-1813,,"1501 E 16TH ST, NEWPORT BEACH, ORANGE, CA, 92663"
12,HUNTINGTON BEACH HOSPITAL D/P APH,APH,APH,17772 BEACH BLVD,HUNTINGTON BEACH,ORANGE,CA,92647,49,33.70365,-117.9865305,(714) 842-1473,,"17772 BEACH BLVD, HUNTINGTON BEACH, ORANGE, CA, 92647"
13,LOS ANGELES COUNTY OLIVE VIEW-UCLA MED CTR D/P APH,APH,APH,14445 OLIVE VIEW DR,SYLMAR,LOS ANGELES,CA,91342,52,34.326981,-118.4517,(818) 364-1555,,"14445 OLIVE VIEW DR, SYLMAR, LOS ANGELES, CA, 91342"
14,ANAHEIM GLOBAL MEDICAL CENTER D/P APH,APH,APH,1025 S ANAHEIM BLVD,ANAHEIM,ORANGE,CA,92805,90,33.819876,-117.909414,(714) 533-6220,,"1025 S ANAHEIM BLVD, ANAHEIM, ORANGE, CA, 92805"
